sum_conso,mean_conso,min_conso,max_conso,first_conso,last_conso,median_conso,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,month,day_of_week
127046.9538,5293.623075,3395.0662,7415.5395,4020.4731,5181.9433,5405.302900000001,23.291666666666668,5.6,19.625,-0.125,0.0,1018.6636363636364,150.41666666666666,2.5208333333333335,1,4
166536.9344,6939.038933333333,3752.4417,9291.7603,4377.8488,6343.4132,7370.8675,18.3625,6.4,14.15,-0.0416666666666666,0.0,1018.8333333333334,157.5,4.133333333333334,1,5
192625.339,8026.055791666667,4377.8488,10810.6054,5539.3186,7326.1955,9202.41635,13.641666666666666,8.0,11.825,1.1666666666666667,7.333333333333333,1016.7478260869566,314.1666666666667,4.829166666666667,1,6
194412.216,8100.509000000001,4824.568,11614.7008,4913.9115,7058.1637,8979.05655,12.920833333333334,1.5555555555555556,3.504166666666667,0.0,10.0,1016.5,283.3333333333333,4.541666666666667,1,0
188783.5511,7865.981295833332,4824.568,10989.2933,5718.0065,7236.8516,8442.9938,14.6875,2.142857142857143,7.991666666666667,0.0,,1023.5041666666666,115.41666666666669,6.2625,1,1
184316.3605,7679.848354166667,4467.1923,10989.2933,5807.3504,5896.6939,7817.58715,15.454166666666666,7.5,13.170833333333334,-0.0833333333333333,1.3333333333333333,1021.2,281.6666666666667,5.570833333333333,1,2
170378.7195,7099.113312500001,4467.1923,9827.823,5718.0065,6164.7257,6968.8202,16.933333333333334,6.8,14.325,-0.1666666666666666,-1.0,1016.3086956521738,229.0909090909091,3.3666666666666667,1,3
168234.4684,7009.769516666667,4556.5362,9738.4799,5986.0378,5628.6625,7058.16395,17.5625,6.428571428571429,16.304166666666667,3.0416666666666665,27.666666666666668,1013.3130434782609,73.75,2.1083333333333334,1,4
167966.4375,6998.6015625,4288.5048,10363.8866,4735.2241,5628.6625,7236.852,17.662499999999998,8.625,16.4375,2.3333333333333335,40.0,1011.675,107.08333333333331,1.9875,1,5
178777.0428,7449.04345,3841.7856,10542.5745,4824.568,6700.7889,7996.274600000001,18.075,6.5,14.629166666666668,0.0,20.0,1013.6583333333332,260.4166666666667,4.5375,1,6
188783.5533,7865.9813875,4735.2241,10899.9494,5986.0378,6968.8206,7862.25865,10.5875,1.6666666666666667,3.475,0.0,,1021.3708333333334,257.39130434782606,3.579166666666666,1,0
197539.2485,8230.802020833333,5271.2872,12150.7635,5628.6625,6432.7571,8442.9934,11.183333333333332,3.176470588235294,0.5166666666666666,0.0,,1022.175,330.0,3.2083333333333335,1,1
