sum_conso,mean_conso,min_conso,max_conso,first_conso,last_conso,median_conso,airTemperature,dewTemperature,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,month,day_of_week
480128.3424,20005.347599999997,18037.0254,21472.6674,18037.0254,18895.9286,20613.7349,10.2,-2.8041666666666667,,1018.5125,47.083333333333336,0.4708333333333334,1,4
469821.4747,19575.894779166665,16319.219,21472.6674,19754.8317,16319.219,19754.8317,14.5,-0.1083333333333333,,1018.9833333333332,92.5,3.783333333333333,1,5
435465.3191,18144.38829583333,15460.3158,19754.8317,16319.219,18037.0254,18895.9286,15.991666666666667,-0.4791666666666667,,1015.8375,86.25,4.158333333333333,1,6
419146.1584,17464.42326666667,16319.219,18895.9286,18037.0254,18037.0254,17607.5738,14.120833333333332,5.404166666666666,24.333333333333332,1010.7291666666666,125.0,3.6041666666666665,1,0
429452.9968,17893.874866666665,16319.219,18895.9286,17178.1222,17178.1222,18037.0254,12.454166666666666,10.595833333333331,6.5,1012.708695652174,105.41666666666669,3.7,1,1
434606.4159,18108.600662499997,17178.1222,19754.8317,18037.0254,19754.8317,18037.0254,12.733333333333334,7.0375000000000005,13.0,1013.0125,175.0,3.2458333333333336,1,2
464668.0563,19361.1690125,18037.0254,21472.6674,18895.9286,20613.7349,18895.9286,10.1625,7.433333333333334,38.25,1010.9541666666668,137.91666666666666,3.0041666666666664,1,3
450925.576,18788.565666666665,17178.1222,20613.7349,19754.8317,18895.9286,18895.9286,9.8875,5.158333333333333,-0.6666666666666666,1013.2958333333332,128.69565217391303,1.9291666666666665,1,4
476692.9058,19862.204408333335,16319.219,23190.4738,18895.9286,22331.5706,19754.8317,9.766666666666667,4.5,,1020.6958333333332,98.2608695652174,1.7708333333333333,1,5
538534.2278999999,22438.926162499996,19754.8317,26626.0865,22331.5706,23190.4738,22331.5706,9.720833333333331,3.6375,,1020.475,156.08695652173913,2.2833333333333337,1,6
560865.7398,23369.405825,19754.8317,29202.796,22331.5706,26626.0865,22331.5706,9.916666666666666,1.2375,,1022.6375,138.75,1.4125,1,0
522214.8917,21758.953820833332,15460.3158,30061.6992,22331.5706,22331.5706,21043.20115,11.1875,-2.591666666666667,,1021.4666666666668,102.91666666666669,2.1041666666666665,1,1
510190.1886,21257.924525,18037.0254,29202.796,21472.6674,22331.5706,20613.7349,11.575,-1.7333333333333334,,1018.4875,121.42857142857144,1.4041666666666668,1,2
498165.5731,20756.898879166667,15460.3158,26626.0865,18895.9286,21472.6674,19754.8317,11.329166666666666,0.3916666666666666,,1015.9375,134.0909090909091,2.129166666666667,1,3
527368.516,21973.688166666663,14601.4127,31779.5349,18895.9286,21472.6674,21902.119,10.433333333333334,1.2791666666666668,,1014.4125,135.65217391304347,2.8958333333333335,1,4
516202.5692,21508.44038333333,18037.0254,27484.9897,20613.7349,21472.6674,21043.20115,11.045833333333334,1.7208333333333332,,1019.5541666666668,148.2608695652174,1.7916666666666667,1,5
480987.451,20041.143791666665,15460.3158,24908.2801,18037.0254,19754.8317,19325.380149999997,12.616666666666667,2.75,,1020.6458333333334,95.21739130434784,1.6583333333333332,1,6
524791.6601,21866.319170833332,17178.1222,28343.8929,18895.9286,24908.2801,21902.119,12.908333333333331,2.4541666666666666,,1019.2875,111.66666666666669,2.1333333333333333,1,0
411415.9711,17142.33212916667,12024.6738,26626.0865,19754.8317,17178.1222,16319.219,13.7875,1.7374999999999998,0.0,1019.6791666666668,117.3913043478261,1.9416666666666669,1,1
344421.2005,14350.883354166666,10306.8675,20613.7349,16319.219,19754.8317,12883.577,14.625,3.608333333333333,,1019.5916666666668,120.0,1.7125,1,2
394237.8193,16426.575804166667,11165.7706,28343.8929,16319.219,20613.7349,15889.7674,14.704166666666666,-2.6625,,1022.8541666666666,93.1818181818182,2.204166666666667,1,3
468962.9241,19540.1218375,13742.5095,24049.377,18037.0254,21472.6674,21472.6674,16.0125,-4.808333333333334,,1019.425,65.65217391304348,1.2791666666666666,1,4
485281.9669,20220.081954166668,16319.219,24049.377,18895.9286,20613.7349,20613.7349,15.991666666666667,-3.4250000000000003,,1013.475,134.76190476190476,2.15,1,5
491294.2599,20470.5941625,18037.0254,23190.4738,18895.9286,22331.5706,20613.7349,13.516666666666666,-1.1291666666666669,,1013.2708333333334,129.1304347826087,2.275,1,6
511049.1798,21293.715825,18037.0254,24049.377,22331.5706,24049.377,21472.6674,13.4375,-1.4166666666666667,,1016.1833333333334,101.8181818181818,2.025,1,0
508472.4116,21186.35048333333,17178.1222,25767.1833,22331.5706,24049.377,20613.7349,13.95,-9.083333333333334,,1021.6625,134.54545454545453,2.3666666666666667,1,1
456079.1414,19003.297558333332,15460.3158,24049.377,21472.6674,20613.7349,18895.9286,14.558333333333332,-9.008333333333333,,1023.4625,151.36363636363637,2.0833333333333335,1,2
450925.6932,18788.57055,14601.4127,24049.377,17178.1222,19754.8317,18037.0254,14.425,-4.35,,1020.2958333333332,146.95652173913044,1.8791666666666669,1,3
486140.7822,20255.865925,18037.0254,23190.4738,19754.8317,20613.7349,19754.8317,14.333333333333334,-2.0208333333333335,,1016.175,100.41666666666669,1.9333333333333331,1,4
480128.5477,20005.356154166668,14601.4127,24908.2801,20613.7349,20613.7349,20613.7349,15.558333333333332,-1.0166666666666666,,1012.3333333333334,75.21739130434783,2.4458333333333333,1,5
451784.5379,18824.355745833334,14601.4127,21472.6674,18895.9286,21472.6674,18895.9286,16.983333333333334,1.65,30.0,1007.4708333333332,117.5,4.483333333333333,1,6
504177.9837,21007.4159875,17178.1222,24049.377,21472.6674,24049.377,21472.6674,10.366666666666667,-1.6958333333333335,20.0,1008.85,258.75,7.0625,2,0
565160.2559,23548.343995833333,18895.9286,28343.8929,23190.4738,28343.8929,23190.4738,8.008333333333333,-7.079166666666667,,1018.4333333333334,269.1666666666667,3.9291666666666663,2,1
