timestamp,sum_conso,mean_conso,min_conso,max_conso,first_conso,last_conso,median_conso,airTemperature,dewTemperature,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,month,day_of_week
2016-01-01,480128.34239999996,20005.347599999997,18037.0254,21472.6674,18037.0254,18895.9286,20613.7349,10.200000000000001,-2.8041666666666667,,1018.5124999999999,47.083333333333336,0.4708333333333334,1,4
2016-01-02,469821.47469999996,19575.894779166665,16319.219,21472.6674,19754.8317,16319.219,19754.8317,14.5,-0.10833333333333335,,1018.9833333333332,92.5,3.783333333333333,1,5
2016-01-03,435465.31909999996,18144.38829583333,15460.3158,19754.8317,16319.219,18037.0254,18895.9286,15.991666666666667,-0.4791666666666667,,1015.8375,86.25,4.158333333333333,1,6
2016-01-04,419146.1584,17464.42326666667,16319.219,18895.9286,18037.0254,18037.0254,17607.5738,14.120833333333332,5.404166666666666,24.333333333333332,1010.7291666666666,125.0,3.6041666666666665,1,0
2016-01-05,429452.99679999996,17893.874866666665,16319.219,18895.9286,17178.1222,17178.1222,18037.0254,12.454166666666666,10.595833333333333,6.5,1012.7086956521739,105.41666666666667,3.6999999999999997,1,1
2016-01-06,434606.41589999996,18108.600662499997,17178.1222,19754.8317,18037.0254,19754.8317,18037.0254,12.733333333333334,7.0375000000000005,13.0,1013.0124999999999,175.0,3.2458333333333336,1,2
2016-01-07,464668.0563,19361.1690125,18037.0254,21472.6674,18895.9286,20613.7349,18895.9286,10.1625,7.433333333333334,38.25,1010.9541666666668,137.91666666666666,3.0041666666666664,1,3
2016-01-08,450925.576,18788.565666666665,17178.1222,20613.7349,19754.8317,18895.9286,18895.9286,9.887500000000001,5.158333333333333,-0.6666666666666666,1013.2958333333332,128.69565217391303,1.9291666666666665,1,4
2016-01-09,476692.9058,19862.204408333335,16319.219,23190.4738,18895.9286,22331.5706,19754.8317,9.766666666666667,4.5,,1020.6958333333333,98.26086956521739,1.7708333333333333,1,5
2016-01-10,538534.2278999999,22438.926162499996,19754.8317,26626.0865,22331.5706,23190.4738,22331.5706,9.720833333333333,3.6374999999999997,,1020.475,156.08695652173913,2.2833333333333337,1,6
2016-01-11,560865.7398,23369.405824999998,19754.8317,29202.796,22331.5706,26626.0865,22331.5706,9.916666666666666,1.2375,,1022.6374999999999,138.75,1.4124999999999999,1,0
2016-01-12,522214.8917,21758.953820833332,15460.3158,30061.6992,22331.5706,22331.5706,21043.20115,11.1875,-2.591666666666667,,1021.4666666666667,102.91666666666667,2.1041666666666665,1,1
2016-01-13,510190.1886,21257.924525,18037.0254,29202.796,21472.6674,22331.5706,20613.7349,11.575000000000001,-1.7333333333333334,,1018.4875000000001,121.42857142857143,1.4041666666666668,1,2
2016-01-14,498165.5731,20756.898879166667,15460.3158,26626.0865,18895.9286,21472.6674,19754.8317,11.329166666666666,0.39166666666666666,,1015.9375,134.0909090909091,2.129166666666667,1,3
2016-01-15,527368.516,21973.688166666663,14601.4127,31779.5349,18895.9286,21472.6674,21902.119,10.433333333333334,1.2791666666666668,,1014.4125,135.65217391304347,2.8958333333333335,1,4
2016-01-16,516202.56919999997,21508.44038333333,18037.0254,27484.9897,20613.7349,21472.6674,21043.20115,11.045833333333334,1.7208333333333332,,1019.5541666666667,148.2608695652174,1.7916666666666667,1,5
