sum_conso,mean_conso,min_conso,max_conso,first_conso,last_conso,median_conso,airTemperature,dewTemperature,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,month,day_of_week
6971.0,290.4583333333333,135.0,326.0,135.0,282.0,298.0,5.3875,3.8791666666666664,0.0,1016.9416666666666,116.66666666666669,4.470833333333333,1,4
7257.0,302.375,282.0,327.0,288.0,301.0,304.0,9.783333333333331,9.183333333333334,15.0,998.0875,166.66666666666666,7.241666666666666,1,5
7435.0,309.7916666666667,296.0,325.0,296.0,302.0,311.5,7.954166666666667,6.6875,6.0,991.8375,187.91666666666663,5.633333333333333,1,6
9074.0,378.0833333333333,278.0,501.0,294.0,302.0,344.0,7.841666666666666,6.508333333333333,0.0,982.7666666666668,177.08333333333334,4.145833333333333,1,0
9514.0,396.4166666666667,288.0,542.0,293.0,301.0,355.5,7.904166666666666,7.058333333333334,0.5,984.7125,175.41666666666666,2.75,1,1
9433.3293,393.0553875,343.6028,395.2055,343.6028,395.2055,395.2055,6.341666666666666,5.958333333333333,1.0,994.2333333333332,193.33333333333337,2.0083333333333333,1,2
9484.932,395.2055,395.2055,395.2055,395.2055,395.2055,395.2055,7.1000000000000005,4.5375000000000005,30.0,988.8541666666666,215.0,6.645833333333333,1,3
9484.932,395.2055,395.2055,395.2055,395.2055,395.2055,395.2055,5.833333333333333,4.220833333333333,-0.5,999.2916666666666,191.25,3.6375,1,4
9484.932,395.2055,395.2055,395.2055,395.2055,395.2055,395.2055,8.741666666666667,7.233333333333333,3.0,990.208695652174,171.66666666666666,5.691666666666666,1,5
9484.932,395.2055,395.2055,395.2055,395.2055,395.2055,395.2055,6.2250000000000005,3.779166666666667,20.0,985.0458333333332,190.41666666666663,4.941666666666666,1,6
9484.932,395.2055,395.2055,395.2055,395.2055,395.2055,395.2055,5.916666666666667,4.995833333333333,15.0,982.8875,225.83333333333337,3.9583333333333335,1,0
9484.932,395.2055,395.2055,395.2055,395.2055,395.2055,395.2055,5.3875,3.0,0.0,998.0363636363636,264.1666666666667,6.825,1,1
9484.932,395.2055,395.2055,395.2055,395.2055,395.2055,395.2055,4.75,1.7625,2.0,1013.1125,235.41666666666663,5.0375,1,2
9484.932,395.2055,395.2055,395.2055,395.2055,395.2055,395.2055,3.7125,0.1583333333333333,11.0,1007.075,271.25,6.3,1,3
10603.2056,441.8002333333333,317.0,594.0,366.6028,346.0,400.5,2.970833333333333,-0.6916666666666668,0.0,1020.1826086956522,292.9166666666667,4.341666666666667,1,4
8781.0,365.875,326.0,419.0,336.0,352.0,361.5,2.3041666666666667,-0.4916666666666667,0.0,1028.7708333333333,282.9166666666667,2.325,1,5
8946.0,372.75,349.0,447.0,356.0,354.0,364.5,2.370833333333333,1.0291666666666666,12.0,1025.4708333333333,108.75,3.545833333333333,1,6
10595.0,441.4583333333333,329.0,581.0,342.0,357.0,389.0,3.216666666666667,0.45,-0.5,1014.9875,115.0,4.483333333333333,1,0
10846.0,451.9166666666667,334.0,598.0,334.0,348.0,408.0,0.5541666666666666,-4.041666666666667,0.0,1017.0583333333334,212.5,0.9625,1,1
10859.0,452.4583333333333,326.0,606.0,335.0,353.0,402.0,0.175,-2.091666666666667,0.0,1020.475,229.16666666666663,1.2916666666666667,1,2
10685.0,445.2083333333333,331.0,598.0,331.0,344.0,394.0,3.3375,0.7166666666666667,0.0,1021.25,130.41666666666666,3.5083333333333333,1,3
9950.0,414.5833333333333,314.0,545.0,321.0,322.0,385.5,7.5375,5.804166666666667,5.0,1017.55,188.75,5.204166666666667,1,4
8281.0,345.0416666666667,308.0,399.0,308.0,317.0,332.0,7.3875,6.5375000000000005,0.0,1028.75,194.16666666666663,3.7125,1,5
8357.0,348.2083333333333,319.0,393.0,319.0,330.0,342.5,12.008333333333333,11.375,5.0,1026.2958333333331,194.16666666666663,4.3625,1,6
9747.0,406.125,311.0,521.0,323.0,330.0,375.5,11.216666666666669,8.404166666666667,0.0,1020.4541666666668,192.08333333333337,5.804166666666667,1,0
9914.0,413.0833333333333,308.0,551.0,313.0,327.0,372.0,9.241666666666667,7.766666666666667,-0.5,1016.4708333333332,205.0,7.833333333333333,1,1
9882.0,411.75,301.0,560.0,321.0,335.0,369.5,11.520833333333334,9.9375,1.5,1009.0125,227.5,9.329166666666667,1,2
10158.0,423.25,312.0,556.0,322.0,338.0,390.0,6.404166666666666,2.5166666666666666,0.0,1023.1458333333334,229.16666666666663,5.966666666666666,1,3
9438.0,393.25,289.0,508.0,313.0,323.0,361.5,11.095833333333331,8.854166666666666,-0.5,1017.425,225.0,9.845833333333331,1,4
8189.0,341.2083333333333,297.0,395.0,316.0,321.0,337.5,7.633333333333333,3.3791666666666664,2.5,1009.982608695652,251.25,7.375,1,5
