sum_conso,mean_conso,min_conso,max_conso,first_conso,last_conso,median_conso,airTemperature,dewTemperature,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,month,day_of_week
7906.5421,329.4392541666667,168.2243,336.4486,168.2243,336.4486,336.4486,5.3875,3.8791666666666664,0.0,1016.9416666666666,116.66666666666669,4.470833333333333,1,4
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,9.783333333333331,9.183333333333334,15.0,998.0875,166.66666666666666,7.241666666666666,1,5
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,7.954166666666667,6.6875,6.0,991.8375,187.91666666666663,5.633333333333333,1,6
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,7.841666666666666,6.508333333333333,0.0,982.7666666666668,177.08333333333334,4.145833333333333,1,0
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,7.904166666666666,7.058333333333334,0.5,984.7125,175.41666666666666,2.75,1,1
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,6.341666666666666,5.958333333333333,1.0,994.2333333333332,193.33333333333337,2.0083333333333333,1,2
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,7.1000000000000005,4.5375000000000005,30.0,988.8541666666666,215.0,6.645833333333333,1,3
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,5.833333333333333,4.220833333333333,-0.5,999.2916666666666,191.25,3.6375,1,4
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,8.741666666666667,7.233333333333333,3.0,990.208695652174,171.66666666666666,5.691666666666666,1,5
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,6.2250000000000005,3.779166666666667,20.0,985.0458333333332,190.41666666666663,4.941666666666666,1,6
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,5.916666666666667,4.995833333333333,15.0,982.8875,225.83333333333337,3.9583333333333335,1,0
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,5.3875,3.0,0.0,998.0363636363636,264.1666666666667,6.825,1,1
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,4.75,1.7625,2.0,1013.1125,235.41666666666663,5.0375,1,2
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,3.7125,0.1583333333333333,11.0,1007.075,271.25,6.3,1,3
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,2.970833333333333,-0.6916666666666668,0.0,1020.1826086956522,292.9166666666667,4.341666666666667,1,4
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,2.3041666666666667,-0.4916666666666667,0.0,1028.7708333333333,282.9166666666667,2.325,1,5
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,2.370833333333333,1.0291666666666666,12.0,1025.4708333333333,108.75,3.545833333333333,1,6
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,3.216666666666667,0.45,-0.5,1014.9875,115.0,4.483333333333333,1,0
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,0.5541666666666666,-4.041666666666667,0.0,1017.0583333333334,212.5,0.9625,1,1
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,0.175,-2.091666666666667,0.0,1020.475,229.16666666666663,1.2916666666666667,1,2
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,3.3375,0.7166666666666667,0.0,1021.25,130.41666666666666,3.5083333333333333,1,3
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,7.5375,5.804166666666667,5.0,1017.55,188.75,5.204166666666667,1,4
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,7.3875,6.5375000000000005,0.0,1028.75,194.16666666666663,3.7125,1,5
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,12.008333333333333,11.375,5.0,1026.2958333333331,194.16666666666663,4.3625,1,6
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,11.216666666666669,8.404166666666667,0.0,1020.4541666666668,192.08333333333337,5.804166666666667,1,0
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,9.241666666666667,7.766666666666667,-0.5,1016.4708333333332,205.0,7.833333333333333,1,1
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,11.520833333333334,9.9375,1.5,1009.0125,227.5,9.329166666666667,1,2
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,6.404166666666666,2.5166666666666666,0.0,1023.1458333333334,229.16666666666663,5.966666666666666,1,3
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,11.095833333333331,8.854166666666666,-0.5,1017.425,225.0,9.845833333333331,1,4
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,7.633333333333333,3.3791666666666664,2.5,1009.982608695652,251.25,7.375,1,5
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,8.950000000000001,7.233333333333333,5.0,1009.3,223.33333333333337,6.245833333333334,1,6
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,12.125,8.0375,0.0,1014.9916666666668,242.91666666666663,9.833333333333334,2,0
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,8.0375,2.7916666666666665,1.0,1015.2916666666666,249.16666666666663,8.175,2,1
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,5.183333333333333,1.1958333333333333,-0.5,1022.0875,272.0833333333333,5.320833333333334,2,2
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,9.5125,6.995833333333334,-0.5,1025.1416666666669,256.25,5.716666666666666,2,3
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,10.179166666666667,8.3375,1.0,1018.3541666666666,214.16666666666663,6.2375,2,4
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,10.3375,8.120833333333334,0.5,997.9833333333332,189.58333333333337,8.958333333333334,2,5
8074.7664,336.4486,336.4486,336.4486,336.4486,336.4486,336.4486,7.2625,3.9875,35.0,991.9708333333332,212.08333333333337,7.95,2,6
