timestamp,sum_conso,mean_conso,min_conso,max_conso,first_conso,last_conso,median_conso,airTemperature,dewTemperature,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,month,day_of_week
2016-01-01,1067.2541999999999,44.46892499999999,42.2675,47.551,44.9092,42.2675,44.9092,5.716666666666666,3.2083333333333335,0.5,1007.625,140.0,8.875,1,4
2016-01-02,10614.4309,461.4969956521739,322.2898,742.3233,322.2898,346.0653,401.5414,8.433333333333334,7.4375,27.5,996.5958333333333,175.0,5.208333333333333,1,5
2016-01-03,8765.2272,365.21779999999995,322.2898,449.0924,332.8567,338.1402,355.31135,7.0125,4.979166666666667,31.5,982.8347826086957,151.66666666666666,5.504166666666666,1,6
2016-01-04,11356.7542,473.19809166666664,425.3169,573.2532,425.3169,427.9586,447.77155000000005,5.270833333333333,4.2625,,975.8791666666666,211.25,1.75,1,0
2016-01-05,9267.1534,386.1313916666666,372.4825,420.0335,375.1242,380.4077,381.72855,6.108333333333333,5.6125,60.0,983.9416666666666,298.75,5.041666666666667,1,1
2016-01-06,9074.308,378.0961666666667,356.6322,425.3169,356.6322,356.6322,373.80335,5.970833333333334,4.454166666666667,-1.0,991.1791666666667,205.41666666666666,6.291666666666667,1,2
2016-01-07,9533.9673,397.24863750000003,372.4825,457.0176,375.1242,377.766,381.72855,4.875,1.9041666666666668,34.5,986.9,233.33333333333334,8.933333333333334,1,3
2016-01-08,9597.3687,399.89036250000004,393.6163,417.3918,398.8997,393.6163,398.8997,3.8375,1.9208333333333334,3.5,992.2833333333333,197.91666666666666,3.25,1,4
2016-01-09,2081.6753,86.73647083333333,44.9092,140.0112,81.8933,44.9092,81.8933,3.4916666666666667,2.6166666666666667,14.5,982.4166666666666,131.66666666666666,3.4583333333333335,1,5
2016-01-10,1442.3792,60.099133333333334,50.1927,76.6099,55.4761,55.4761,56.79695,3.4583333333333335,1.4958333333333333,200.0,978.0541666666667,229.58333333333334,7.208333333333333,1,6
2016-01-11,4926.8076,205.28365,52.8344,684.2055,66.043,60.7596,133.40685,3.1999999999999997,1.6875,-0.5,982.975,247.08333333333334,5.291666666666667,1,0
2016-01-12,7005.8415,291.91006250000004,166.4284,486.0765,179.637,240.3965,269.45545000000004,3.3625000000000003,0.7833333333333333,1.0,1002.6374999999999,276.25,9.875,1,1
2016-01-13,10902.3785,454.26577083333336,322.2898,634.0128,332.8567,433.2421,460.98015,2.3333333333333335,0.37916666666666665,0.0,1009.1916666666666,230.83333333333334,5.791666666666667,1,2
2016-01-14,12482.127,520.088625,422.6752,718.5478,427.9586,443.809,483.43475,1.0625,-0.2916666666666667,3.0,1012.8166666666666,279.5833333333333,6.083333333333333,1,3
2016-01-15,11377.888,474.0786666666667,351.3488,641.938,427.9586,351.3488,427.9586,1.0708333333333333,-0.6416666666666667,0.5,1025.5041666666666,266.25,6.791666666666667,1,4
2016-01-16,8144.4229,339.35095416666667,319.6481,356.6322,351.3488,338.1402,339.46105,2.75,1.3625,0.0,1028.7124999999999,242.5,4.708333333333333,1,5
2016-01-17,8205.1823,341.88259583333337,327.5733,356.6322,338.1402,348.707,342.10275,5.454166666666667,4.625,1.0,1019.275,165.83333333333334,4.916666666666667,1,6
2016-01-18,10138.9212,422.45505,335.4984,575.895,346.0653,338.1402,397.57885,6.283333333333334,4.7625,20.0,1010.7458333333334,134.16666666666666,5.25,1,0
2016-01-19,9917.017,413.2090416666667,327.5733,560.0446,332.8567,338.1402,375.12425,3.920833333333333,3.329166666666667,-1.0,1015.7416666666667,176.25,2.0416666666666665,1,1
2016-01-20,9843.0486,410.127025,319.6481,575.895,338.1402,359.2739,359.2739,3.7416666666666667,0.3875,0.0,1016.8874999999999,142.5,5.416666666666667,1,2
2016-01-21,9821.914999999999,409.2464583333333,330.215,557.4029,340.7819,340.7819,371.16165,9.012500000000001,7.191666666666666,6.0,1009.7541666666666,144.16666666666666,7.583333333333333,1,3
2016-01-22,9843.0486,410.127025,322.2898,604.9539,335.4984,348.707,369.8408,10.620833333333334,7.041666666666667,0.5,1006.9708333333333,205.83333333333334,8.541666666666666,1,4
2016-01-23,8086.3049,336.92937083333334,322.2898,380.4077,335.4984,327.5733,332.8567,9.666666666666666,6.570833333333333,,1019.3916666666668,192.91666666666666,5.833333333333333,1,5
2016-01-24,7935.7272,330.6553,322.2898,340.7819,330.215,324.9316,330.215,13.566666666666668,10.65,-1.0,1015.8666666666667,201.66666666666666,8.375,1,6
2016-01-25,11124.2829,463.5117875,322.2898,705.3392,327.5733,348.707,392.29545,10.479166666666666,7.0625,,1009.6666666666666,197.91666666666666,8.450000000000001,1,0
2016-01-26,10738.591699999999,447.4413208333333,330.215,641.938,338.1402,346.0653,409.46659999999997,10.341666666666667,7.5375000000000005,30.0,999.9666666666667,199.16666666666666,11.375,1,1
2016-01-27,10352.9004,450.12610434782613,324.9316,729.1147,343.4236,340.7819,401.5414,7.508333333333333,5.341666666666666,55.0,1001.4391304347826,244.58333333333334,10.366666666666667,1,2
2016-01-28,11005.4056,458.55856666666665,327.5733,700.0558,340.7819,351.3488,397.57885,6.55,4.1000000000000005,-1.0,1013.8217391304348,223.75,9.533333333333333,1,3
2016-01-29,10720.1001,446.6708375,324.9316,697.4141,343.4236,343.4236,394.93715,8.770833333333334,4.433333333333334,16.5,1005.9250000000001,237.5,13.208333333333334,1,4
2016-01-30,8041.3956,335.05815,319.6481,364.5574,343.4236,338.1402,335.4984,2.9583333333333335,0.02499999999999999,0.5,1007.1708333333332,242.91666666666666,8.833333333333334,1,5
2016-01-31,8067.813,336.158875,324.9316,388.3328,332.8567,327.5733,330.215,8.541666666666666,7.320833333333333,10.0,1003.1791666666667,227.91666666666666,9.083333333333334,1,6
2016-02-01,3870.1196,161.25498333333334,42.2675,340.7819,44.9092,261.5303,158.5032,9.237499999999999,4.8999999999999995,5.0,1005.7791666666667,239.58333333333334,14.416666666666666,2,0
2016-02-02,11229.9519,467.9146625,322.2898,723.8313,340.7819,338.1402,408.14575,4.258333333333334,0.5916666666666667,0.5,1011.9333333333334,246.66666666666666,10.375,2,1
2016-02-03,9214.3193,383.9299708333333,319.6481,597.0287,330.215,338.1402,367.19905,4.7,1.7874999999999999,-1.0,1022.1708333333332,251.66666666666666,9.375,2,2
2016-02-04,10379.3179,432.4715791666667,422.6752,457.0176,427.9586,425.3169,430.6004,9.674999999999999,8.612499999999999,1.0,1022.7458333333334,246.66666666666666,8.416666666666666,2,3
2016-02-05,9449.4325,393.7263541666667,375.1242,425.3169,377.766,380.4077,389.6537,7.304166666666667,4.929166666666666,1.0,1008.091304347826,212.08333333333334,8.070833333333333,2,4
2016-02-06,10128.3546,422.01477500000004,353.9905,610.2373,353.9905,454.3758,413.42920000000004,5.704166666666667,3.0583333333333336,-1.0,986.5590909090909,180.41666666666666,7.366666666666667,2,5
2016-02-07,9076.9499,378.2062458333333,372.4825,396.258,372.4825,372.4825,377.766,4.754166666666666,2.029166666666667,-1.0,980.2136363636364,220.83333333333334,10.120833333333334,2,6
2016-02-08,9850.9741,410.45725416666664,385.6911,443.809,390.9746,385.6911,409.46659999999997,5.495833333333334,3.358333333333333,13.0,977.1916666666666,238.33333333333334,12.625,2,0
2016-02-09,1429.1702,59.54875833333333,42.2675,105.6688,42.2675,44.9092,50.1927,2.5875,1.2208333333333334,1.5,985.4499999999999,249.16666666666666,10.0,2,1
2016-02-10,1371.0523,57.12717916666667,52.8344,66.043,55.4761,58.1178,58.1178,2.525,1.1333333333333333,2.5,999.3375,260.4166666666667,5.083333333333333,2,2
2016-02-11,4010.131,167.08879166666665,52.8344,369.8408,58.1178,73.9682,132.08599999999998,2.3416666666666663,1.075,0.0,1001.0416666666666,161.25,2.75,2,3
2016-02-12,6012.5546,250.52310833333334,68.6847,427.9586,235.1131,68.6847,241.71735,3.9875000000000003,2.7708333333333335,9.5,992.875,119.58333333333333,4.166666666666667,2,4
