sum_conso,mean_conso,min_conso,max_conso,first_conso,last_conso,median_conso,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,month,day_of_week
15520.181,646.6742083333334,0.0,1514.164,378.541,757.082,757.082,23.291666666666668,5.6,19.625,-0.125,0.0,1018.6636363636364,150.41666666666666,2.5208333333333335,1,4
21576.837,899.0348749999999,0.0,1892.705,757.082,1514.164,757.082,18.3625,6.4,14.15,-0.0416666666666666,0.0,1018.8333333333334,157.5,4.133333333333334,1,5
26497.87,1104.0779166666666,0.0,2271.246,1514.164,1892.705,1135.623,13.641666666666666,8.0,11.825,1.1666666666666667,7.333333333333333,1016.7478260869566,314.1666666666667,4.829166666666667,1,6
32554.526,1356.438583333333,0.0,2271.246,1892.705,1892.705,1514.164,12.920833333333334,1.5555555555555556,3.504166666666667,0.0,10.0,1016.5,283.3333333333333,4.541666666666667,1,0
34825.772000000004,1451.0738333333336,0.0,3028.328,1514.164,2271.246,1514.164,14.6875,2.142857142857143,7.991666666666667,0.0,,1023.5041666666666,115.41666666666669,6.2625,1,1
41260.969000000005,1719.2070416666668,0.0,3406.869,1514.164,2649.7870000000007,1892.705,15.454166666666666,7.5,13.170833333333334,-0.0833333333333333,1.3333333333333333,1021.2,281.6666666666667,5.570833333333333,1,2
42396.592,1766.524666666667,0.0,3785.41,1892.705,2649.7870000000007,1892.705,16.933333333333334,6.8,14.325,-0.1666666666666666,-1.0,1016.3086956521738,229.0909090909091,3.3666666666666667,1,3
49588.871,2066.2029583333333,0.0,3785.41,2271.246,3028.328,2271.246,17.5625,6.428571428571429,16.304166666666667,3.0416666666666665,27.666666666666668,1013.3130434782609,73.75,2.1083333333333334,1,4
72301.33099999999,3012.555458333333,378.541,5678.115,1514.164,4921.0329999999985,3217.5985,17.662499999999998,8.625,16.4375,2.3333333333333335,40.0,1011.675,107.08333333333331,1.9875,1,5
114319.382,4763.307583333333,0.0,10977.688999999997,4163.951,7949.361,5678.115,18.075,6.5,14.629166666666668,0.0,20.0,1013.6583333333332,260.4166666666667,4.5375,1,6
151037.859,6293.244125,757.082,14006.017,9463.525,11734.771,5678.115,10.5875,1.6666666666666667,3.475,0.0,,1021.3708333333334,257.39130434782606,3.579166666666666,1,0
157094.515,6545.604791666668,378.541,11734.771,7949.361,10220.607,7381.5495,11.183333333333332,3.176470588235294,0.5166666666666666,0.0,,1022.175,330.0,3.2083333333333335,1,1
158230.138,6592.922416666667,378.541,12491.853,10220.607,10220.607,7003.0085,11.695833333333333,8.0,1.3375,0.0,,1022.9666666666668,266.25,3.3041666666666667,1,2
157094.51499999998,6545.604791666666,1135.623,10977.688999999997,7570.82,9463.525,7192.279,14.2375,7.0,7.520833333333333,0.0,,1020.3333333333334,100.0,3.2875,1,3
146116.826,6088.201083333333,757.082,11356.23,8706.443000000001,6056.656,6813.738,18.829166666666666,4.888888888888889,15.1125,9.333333333333334,125.0,1009.5739130434785,202.91666666666663,4.908333333333333,1,4
128325.399,5346.891625,757.082,11734.771,6056.656,5299.574000000001,5488.844500000001,18.576190476190476,2.875,12.50952380952381,-0.0416666666666666,0.0,1011.1666666666666,203.75,3.295833333333333,1,5
128703.94,5362.6641666666665,757.082,10220.607,4921.0329999999985,7192.279,6624.4675,15.929166666666667,4.8,11.4375,12.791666666666666,103.0,1008.8625,240.41666666666663,5.816666666666666,1,6
149145.154,6214.381416666667,378.541,10599.148,6813.738,9842.066,7760.0905,10.904166666666669,2.0,0.8125,0.0,,1022.2041666666668,332.60869565217394,4.0,1,0
152552.023,6356.334291666666,757.082,12113.312,9084.984,11356.23,7003.0085,8.645833333333334,2.2857142857142856,-2.504166666666667,0.0,,1027.9125,264.1666666666667,4.7875000000000005,1,1
162394.089,6766.420375000001,0.0,12870.393999999998,10599.148,11734.771,7192.279,10.408333333333331,3.6,1.5708333333333335,0.0,,1025.6791666666666,190.41666666666663,1.9375,1,2
161637.007,6734.875291666667,378.541,11734.771,9463.525,11734.771,7381.5495,13.958333333333334,4.857142857142857,8.845833333333333,0.0,,1021.7916666666666,77.91666666666667,1.9708333333333332,1,3
155201.81,6466.7420833333335,378.541,11356.23,11356.23,6056.656,7570.82,16.808333333333334,3.3333333333333335,12.8125,0.3333333333333333,6.5,1010.1416666666668,191.25,5.616666666666667,1,4
143467.039,5977.793291666666,1135.623,11356.23,4921.0329999999985,6056.656,6056.656,9.025,3.2857142857142856,3.2458333333333336,0.0833333333333333,5.0,1011.2583333333332,282.9166666666667,8.05,1,5
146873.908,6119.746166666667,378.541,12870.393999999998,6056.656,7949.361,7381.5495,6.483333333333333,0.1666666666666666,-1.945833333333333,0.0,,1021.6375,262.60869565217394,3.6375,1,6
163908.253,6829.5105416666665,378.541,12491.853,8706.443000000001,10220.607,7192.279,11.525,2.4210526315789473,6.370833333333334,0.0,,1024.5916666666667,73.47826086956522,1.5666666666666669,1,0
166179.49899999998,6924.145791666666,757.082,11356.23,10977.688999999997,9842.066,7949.361,16.849999999999998,6.5,13.291666666666666,-0.0833333333333333,0.0,1022.3166666666666,100.43478260869566,2.2333333333333334,1,1
160501.384,6687.557666666667,1135.623,11356.23,10977.688999999997,9842.066,7381.5495,18.4875,8.0,17.583333333333332,18.166666666666668,98.75,1015.4260869565215,121.66666666666669,2.5749999999999997,1,2
163529.712,6813.738,757.082,11356.23,8706.443000000001,10220.607,7570.82,17.754166666666666,8.0,16.8875,9.083333333333334,67.5,1010.7761904761904,153.91304347826087,1.825,1,3
