timestamp,sum_conso,mean_conso,min_conso,max_conso,first_conso,last_conso,median_conso,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,month,day_of_week
2016-01-01,82.11,3.57,0.34,16.0,0.37,0.38,0.39,-11.595833333333333,0.0,-17.041666666666668,0.0,,1034.4666666666667,260.8695652173913,3.033333333333333,1,4
2016-01-02,73.03999999999999,3.043333333333333,0.29,15.02,0.39,0.38,0.39,-9.566666666666666,0.2857142857142857,-15.0625,0.0,,1031.3291666666667,215.65217391304347,1.9625000000000001,1,5
2016-01-03,55.19,2.299583333333333,0.24,14.0,0.39,0.38,0.39,-6.245833333333334,0.4166666666666667,-11.270833333333334,0.0,,1026.8708333333334,195.0,1.425,1,6
2016-01-04,30.95,1.2895833333333333,0.3,5.36,0.4,0.38,0.39,-4.354166666666667,1.0,-8.116666666666667,0.0,,1017.9375,171.7391304347826,1.6083333333333334,1,0
2016-01-05,26.490000000000002,1.10375,0.06,5.99,0.39,0.38,0.39,0.033333333333333326,,-1.3375000000000001,0.25,4.666666666666667,1011.9857142857143,122.08333333333333,1.3166666666666667,1,1
2016-01-06,18.919999999999998,0.7883333333333332,0.09,2.77,0.38,0.39,0.39,1.4708333333333334,,-0.04583333333333334,3.3333333333333335,26.666666666666668,1007.3041666666667,112.6086956521739,1.3333333333333333,1,2
2016-01-07,37.84,1.5766666666666669,0.25,10.64,0.39,0.38,0.39,0.5,3.75,0.19999999999999998,2.0833333333333335,25.5,1006.8409090909091,179.58333333333334,1.9208333333333334,1,3
2016-01-08,28.28,1.1783333333333335,0.18,5.56,0.39,0.37,0.4,-0.375,1.3333333333333333,-2.066666666666667,0.0,,1012.9739130434783,201.66666666666666,1.6666666666666667,1,4
2016-01-09,31.64,1.3183333333333334,0.19,5.96,0.39,0.39,0.39,-1.4166666666666667,2.0,-3.4416666666666664,-0.20833333333333334,-1.0,1021.0458333333332,78.69565217391305,0.9,1,5
2016-01-10,16.9,0.7041666666666666,0.04,5.04,0.38,0.38,0.38,-2.7083333333333335,0.0,-5.233333333333333,-0.041666666666666664,1.0,1025.3772727272726,118.33333333333333,1.1375,1,6
2016-01-11,83.4,3.6260869565217395,0.38,15.86,0.39,0.38,0.39,-6.9750000000000005,0.36363636363636365,-11.083333333333334,0.0,,1032.4666666666667,175.0,3.345833333333333,1,0
2016-01-12,78.3,3.2624999999999997,0.35,13.37,0.39,0.39,0.39,-7.504166666666666,0.08333333333333333,-11.933333333333332,0.0,,1032.825,174.16666666666666,3.283333333333333,1,1
2016-01-13,54.230000000000004,2.2595833333333335,0.29,12.06,0.38,0.38,0.39,-6.041666666666667,0.0,-10.120833333333334,0.0,,1022.2624999999999,184.58333333333334,2.5083333333333333,1,2
2016-01-14,50.0299,2.0845791666666664,0.05,13.5,0.39,0.38,0.39,-2.3541666666666665,0.0,-5.395833333333333,-0.041666666666666664,1.0,1017.147619047619,170.0,2.5749999999999997,1,3
2016-01-15,14.66,0.6108333333333333,0.14,1.95,0.38,0.37,0.39,-1.925,9.0,-3.025,1.125,7.5,1014.9304347826088,168.75,2.2208333333333337,1,4
2016-01-16,24.47,1.0195833333333333,0.18,4.54,0.4,0.38,0.39,-1.0291666666666666,3.142857142857143,-3.3666666666666667,0.20833333333333334,4.0,1020.1875,155.0,3.1916666666666664,1,5
2016-01-17,80.87,3.3695833333333334,0.18,15.83,0.39,0.39,0.39,2.0833333333333335,0.4,-1.5291666666666668,0.0,,1022.0291666666667,139.16666666666666,2.625,1,6
2016-01-18,12.4,0.5166666666666667,0.05,1.91,0.38,0.38,0.38,1.3333333333333333,6.5,-0.3083333333333333,3.6666666666666665,26.666666666666668,1019.2521739130434,109.16666666666667,1.8791666666666667,1,0
2016-01-19,59.9,2.495833333333333,0.28,10.58,0.39,0.39,0.39,-0.4375,3.642857142857143,-2.1125,0.625,15.0,1021.2681818181819,130.41666666666666,2.3375,1,1
2016-01-20,41.26,1.7191666666666665,0.15,8.68,0.38,0.39,0.39,1.2041666666666666,0.6666666666666666,-3.391666666666666,0.20833333333333334,3.5,1021.7458333333334,198.75,3.5541666666666667,1,2
2016-01-21,89.29,3.720416666666667,0.35,14.37,0.38,0.37,0.39,-3.420833333333333,0.0,-7.320833333333334,0.0,,1032.7375,191.66666666666666,3.1374999999999997,1,3
2016-01-22,69.51,2.89625,0.22,14.51,0.39,0.38,0.39,-2.1791666666666667,0.0,-7.570833333333333,0.0,,1025.3333333333333,141.66666666666666,1.8291666666666666,1,4
2016-01-23,23.13,0.96375,0.25,3.19,0.4,0.39,0.39,-0.9583333333333334,0.3333333333333333,-5.020833333333333,3.2916666666666665,79.0,1016.4875000000001,140.0,2.2916666666666665,1,5
2016-01-24,18.830000000000002,0.7845833333333334,0.25,3.74,0.37,0.38,0.39,-0.04166666666666668,9.0,-0.8541666666666666,0.5416666666666666,7.0,1015.6285714285715,103.91304347826087,1.5041666666666667,1,6
2016-01-25,57.67,2.4029166666666666,0.28,10.31,0.39,0.4,0.39,-2.9583333333333335,0.0,-4.854166666666667,0.0,,1025.3666666666666,140.83333333333334,1.4625000000000001,1,0
2016-01-26,81.91,3.561304347826087,0.35,16.2,0.38,0.38,0.39,-5.095833333333333,0.375,-9.125,0.0,,1034.5708333333334,160.41666666666666,2.9166666666666665,1,1
2016-01-27,62.14,2.8245454545454547,0.36,14.0,0.39,0.4,0.39,-5.7124999999999995,0.0,-9.725,0.0,,1035.8083333333334,191.25,2.954166666666667,1,2
2016-01-28,77.38,3.364347826086956,0.35,14.3,0.38,0.39,0.39,-4.216666666666667,0.0,-7.991666666666667,0.125,3.0,1028.6291666666666,145.83333333333334,2.4458333333333333,1,3
2016-01-29,32.52,1.3550000000000002,0.11,5.47,0.38,0.38,0.38,0.34583333333333327,3.6666666666666665,-1.570833333333333,1.0416666666666667,9.333333333333334,1017.3782608695652,139.16666666666666,3.1916666666666664,1,4
2016-01-30,9.34,0.38916666666666666,0.14,1.91,0.39,0.39,0.38,-0.8375,4.25,-1.3208333333333333,3.5,21.75,1010.6304347826087,247.91666666666666,3.8208333333333333,1,5
2016-01-31,45.09,1.8787500000000001,0.15,10.71,0.38,0.38,0.385,-4.3999999999999995,4.111111111111111,-6.625,0.0,,1011.5619047619048,166.8181818181818,1.7625,1,6
2016-02-01,41.38,1.7241666666666668,0.14,6.15,0.39,0.38,0.39,-3.8666666666666667,0.5,-9.816666666666666,0.0,,1008.2958333333332,222.5,7.054166666666667,2,0
2016-02-02,71.31,3.1004347826086955,0.32,14.83,0.38,0.39,0.39,-8.370833333333334,0.3157894736842105,-12.641666666666666,0.0,,1022.9208333333335,197.08333333333334,2.7916666666666665,2,1
2016-02-03,66.7,2.9,0.33,14.88,0.38,0.38,0.39,-5.8500000000000005,0.0,-10.658333333333333,0.0,,1029.9083333333333,169.58333333333334,3.2416666666666667,2,2
2016-02-04,4.89,0.20375,0.0,0.61,0.39,0.0,0.175,-5.808333333333334,3.0,-8.816666666666666,-0.2916666666666667,0.3333333333333333,1033.1363636363637,151.25,2.716666666666667,2,3
2016-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1125,2.0,-3.2624999999999997,-0.20833333333333334,-1.0,1035.6583333333333,94.58333333333333,0.7999999999999999,2,4
2016-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6166666666666667,0.10526315789473684,-6.2250000000000005,0.0,,1034.7333333333333,174.7826086956522,1.9583333333333333,2,5
2016-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2791666666666663,0.2608695652173913,-5.6875,0.0,,1037.3291666666667,184.16666666666666,2.1958333333333333,2,6
2016-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,0.0,-5.595833333333334,0.0,,1040.3999999999999,175.83333333333334,2.2,2,0
2016-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0541666666666667,0.0,-5.316666666666666,0.0,,1036.7041666666667,184.58333333333334,1.7583333333333335,2,1
2016-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8666666666666667,2.25,-3.904166666666667,0.0,,1033.6380952380953,196.8181818181818,1.9083333333333332,2,2
2016-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8833333333333333,7.0,-3.65,0.0,,1033.3555555555556,185.83333333333334,1.4083333333333334,2,3
2016-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.975,9.0,-3.3833333333333333,0.0,,1031.3478260869565,190.0,1.4666666666666668,2,4
2016-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9916666666666665,7.3125,-2.8166666666666664,-0.041666666666666664,-1.0,1028.1791666666666,178.75,1.5041666666666667,2,5
2016-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000000000001,9.0,-0.27499999999999997,1.75,15.0,1025.7136363636364,127.91666666666667,2.025,2,6
2016-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2749999999999995,0.8571428571428571,1.8708333333333333,-0.125,-1.0,1022.5583333333334,162.08333333333334,2.5708333333333333,2,0
2016-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.404166666666666,0.08695652173913043,0.9125000000000001,0.0,,1020.0875,159.1304347826087,3.108333333333333,2,1
2016-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.829166666666667,0.2222222222222222,-0.2833333333333333,0.8333333333333334,20.0,1010.2166666666667,154.16666666666666,2.6458333333333335,2,2
2016-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.391666666666667,1.0,1.2958333333333334,3.9166666666666665,33.0,1006.547619047619,169.16666666666666,7.041666666666667,2,3
2016-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2124999999999995,0.08695652173913043,-2.4,0.0,,1017.2833333333333,164.7826086956522,4.158333333333333,2,4
2016-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.145833333333333,0.25,-2.2708333333333335,-0.16666666666666666,-1.0,1022.9625000000001,242.08333333333334,2.725,2,5
2016-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.6666666666666666,-3.3041666666666667,0.0,,1024.3958333333333,200.0,1.9375,2,6
2016-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.316666666666667,0.8,-2.6374999999999997,0.041666666666666664,3.0,1019.9541666666665,237.08333333333334,3.329166666666667,2,0
